일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
8/1/2025,음성(619),O,34.9,35.3,28.8,22.4,75,O,경고,X,낮음
8/1/2025,증평(623),O,34,35.5,29.7,23.8,67,O,경고,O,낮음
8/1/2025,태안(627),O,33.8,33,28.1,23.7,80,O,경고,X,낮음
8/1/2025,예산(628),O,34.6,35.8,29.4,24.5,70,O,경고,O,낮음
8/1/2025,아산(634),O,36,36.6,29.8,24.9,72,O,경고,O,낮음
8/1/2025,계룡(636),O,34.6,34.9,27.6,20.6,80,O,경고,X,낮음
8/1/2025,연천청산(652),O,34.8,35,28.5,24.7,75,O,경고,X,낮음
8/1/2025,양양(670),X,31.4,28.9,26.4,24,86,O,주의,X,낮음
8/1/2025,무안(699),O,35.2,35.3,28.7,23.7,74,O,경고,X,낮음
8/1/2025,무주(701),O,33.4,35,27.5,20.3,67,O,경고,X,낮음
8/1/2025,익산(702),O,35.2,35.7,28.9,23.5,73,O,경고,X,낮음
8/1/2025,진안(703),O,33.4,34.1,26.7,18.9,73,O,경고,X,낮음
8/1/2025,담양(706),O,35.5,35.7,29,22.5,74,O,경고,X,낮음
8/1/2025,구례(709),O,35.5,36.1,28.1,20.7,78,O,경고,X,낮음
8/1/2025,나주(710),O,34.6,34.9,28.7,23,75,O,경고,X,낮음
8/1/2025,순천시(712),O,34,34,28.8,23.6,72,O,경고,O,낮음
8/1/2025,광양읍(713),O,36.3,37.1,29.9,22.3,72,O,경고,X,낮음
8/1/2025,장성(730),O,35.6,36.6,28.9,22.8,73,O,경고,X,낮음
8/1/2025,영암(731),O,35.6,35.4,29.1,23.2,76,O,경고,X,낮음
8/1/2025,보성(732),O,33.5,33.7,27.2,21.5,79,O,경고,X,낮음
8/1/2025,완주(734),O,34.9,35.1,27.8,21.9,75,O,경고,X,낮음
8/1/2025,김제(737),O,35.2,35.3,29.3,24.6,74,O,경고,O,낮음
8/1/2025,화순(741),O,35.8,36,28.7,22.4,74,O,경고,X,낮음
8/1/2025,함평(754),O,35.2,,29,,72,O,경고,X,낮음
8/1/2025,곡성(768),O,35.7,36.5,28,20.7,77,O,경고,X,낮음
8/1/2025,압해도(789),O,35,34.1,28.3,23.8,79,O,경고,X,낮음
8/1/2025,영양(801),O,35.5,37.1,26.9,18.9,70,O,경고,X,낮음
8/1/2025,성주(810),O,35.2,36,29,22.5,71,O,경고,X,낮음
8/1/2025,고령(812),O,35,36.6,27.9,21,76,O,경고,X,낮음
8/1/2025,청도(813),O,35.3,36.7,28.7,21.3,74,O,경고,X,낮음
8/1/2025,예천(815),O,34.4,36.5,29,21.9,65,O,경고,X,낮음
8/1/2025,김천(822),O,35.1,36.4,28.6,21.2,70,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,군위(823),O,36,36.9,28.8,21.9,75,O,경고,X,낮음
8/1/2025,칠곡(825),O,35,36.9,29.6,23.2,72,O,경고,O,낮음
8/1/2025,경산(827),O,35.3,37.7,30,23.1,63,O,경고,X,낮음
8/1/2025,삼척(876),O,33.6,33,27.9,23.8,73,O,주의,X,낮음
8/1/2025,속초(90),X,32.3,30.3,27.1,25.5,82,O,주의,X,낮음
8/1/2025,삼천포(907),O,33.8,33,27.5,22.4,79,O,경고,X,낮음
8/1/2025,고성(918),O,34.9,34.9,28.3,22.9,82,O,경고,X,낮음
8/1/2025,창녕(919),O,35.7,37.2,29.6,22.5,69,O,경고,X,낮음
8/1/2025,함안(920),O,35.9,36.2,28,20.9,76,O,경고,X,낮음
8/1/2025,북춘천(93),O,35,35.5,28.7,24.3,76.6,O,경고,X,낮음
8/1/2025,하동(932),O,33.9,35.7,28.6,21.7,69,O,경고,X,낮음
8/1/2025,철원(95),O,34.8,35,27.9,23,78.1,O,경고,X,낮음
8/1/2025,동두천(98),O,34,33.9,28.2,24.7,77.4,O,경고,X,낮음
8/1/2025,파주(99),O,34.9,33.4,28,24.7,88,O,경고,X,낮음
8/2/2025,북강릉(104),O,34.3,33.6,28.4,24,80,O,주의,O,낮음
8/2/2025,동해(106),O,33.7,32.4,27.6,24.2,82.1,O,주의,O,낮음
8/2/2025,서울(108),O,35.4,36.2,31.2,27.3,62.1,O,경고,O,낮음
8/2/2025,인천(112),O,33.5,32.2,29.2,27.2,78.1,O,경고,O,낮음
8/2/2025,원주(114),O,34.5,34.8,30.1,26.2,66.5,O,경고,O,낮음
8/2/2025,울릉도(115),X,32.3,30.2,27.1,24.7,83.8,O,주의,O,낮음
8/2/2025,수원(119),O,34.4,34.6,29.5,25.9,71.9,O,경고,X,낮음
8/2/2025,영월(121),O,35.5,36.2,28.4,22.6,71.9,O,경고,X,낮음
8/2/2025,충주(127),O,34.7,35.3,29.6,25.7,69.8,O,경고,X,낮음
8/2/2025,서산(129),O,34.8,35.3,29.3,25.4,71.9,O,경고,O,낮음
8/2/2025,울진(130),X,32.9,30.9,27.3,24.1,85.5,O,경고,X,낮음
8/2/2025,청주(131),O,35.5,36.5,31.6,27.5,57.9,O,경고,O,낮음
8/2/2025,대전(133),O,35.2,35.8,31.2,26.2,65.3,O,경고,O,낮음
8/2/2025,추풍령(135),O,34,34.4,28.3,22.7,72.1,O,경고,X,낮음
8/2/2025,안동(136),O,35.7,35.7,29.9,24.6,68.3,O,경고,O,낮음
8/2/2025,상주(137),O,36.1,35.7,29.8,24.3,73.9,O,경고,O,낮음
8/2/2025,포항(138),O,34.4,34.2,29.7,25.4,71.8,O,경고,O,낮음
8/2/2025,군산(140),O,34.5,33.7,29.2,24.8,74.4,O,경고,O,낮음
8/2/2025,대구(143),O,35.7,37.3,30.9,25.2,63.3,O,심각,O,낮음
8/2/2025,전주(146),O,35.5,36.9,30.9,25.5,64.1,O,경고,O,낮음
8/2/2025,울산(152),O,34.5,34.1,28.5,24.1,76.1,X, ,O,낮음
8/2/2025,창원(155),O,36,35.4,29.5,25.4,80.1,O,경고,O,낮음
8/2/2025,광주(156),O,34.8,34.1,28.6,24.1,78.3,O,경고,X,낮음
8/2/2025,부산(159),O,33.7,32.2,29.7,27.4,77.1,X, ,O,낮음
8/2/2025,통영(162),O,34,33.3,28.8,25.7,80.3,O,경고,O,낮음
8/2/2025,목포(165),O,33.8,32.9,29,26,78.4,O,경고,O,낮음
8/2/2025,여수(168),O,33.8,32.4,29.3,26.8,80.1,O,경고,O,낮음
8/2/2025,흑산도(169),O,36,34.6,29.6,26,81,O,경고,O,낮음
8/2/2025,완도(170),O,36.2,36.2,29.4,24.9,75.1,O,경고,O,낮음
8/2/2025,고창(172),O,35.4,34.8,28.6,23.5,79.9,O,경고,O,낮음
8/2/2025,제주(184),O,33.5,32.6,29.9,27.1,67.6,O,경고,O,낮음
8/2/2025,진주(192),O,34.4,34,28.5,24.2,80.5,O,경고,X,낮음
8/2/2025,양평(202),O,34.1,34.2,29.1,25.3,74.3,O,경고,X,낮음
8/2/2025,이천(203),O,35.3,35.5,29.8,25.5,72.6,O,경고,X,낮음
8/2/2025,인제(211),O,33,33.4,27.8,23.9,75.4,O,경고,X,낮음
8/2/2025,홍천(212),O,34.2,34.8,28.5,24.1,74.6,O,경고,X,낮음
8/2/2025,태백(216),X,32.2,33.3,26,20.2,70.4,X,관심,X,낮음
8/2/2025,정선군(217),O,36.4,37.8,28.4,23.1,72.9,O,경고,X,낮음
8/2/2025,제천(221),O,34.1,34.4,27.6,23.1,77.3,O,경고,X,낮음
8/2/2025,보은(226),O,34.2,34.3,28.7,23.7,76.4,O,경고,X,낮음
8/2/2025,천안(232),O,34.3,34.3,28.9,24.2,75.1,O,경고,X,낮음
8/2/2025,보령(235),O,35.8,36.3,29.6,24.8,71.1,O,경고,O,낮음
8/2/2025,부여(236),O,35.8,36.1,29.7,23.8,73.4,O,경고,O,낮음
8/2/2025,금산(238),O,35.5,36.4,29.7,24.4,72.4,O,경고,O,낮음
8/2/2025,세종(239),O,35.3,35.3,30,24.3,69.3,O,경고,O,낮음
8/2/2025,부안(243),O,34.4,34.1,29.1,24.8,72,O,경고,O,낮음
8/2/2025,임실(244),O,34.6,35,28.1,22,74.5,O,경고,X,낮음
8/2/2025,정읍(245),O,36.2,36.7,29.9,23.6,68.8,O,경고,O,낮음
8/2/2025,남원(247),O,36.1,36.6,28.7,23.6,77.3,O,경고,X,낮음
8/2/2025,장수(248),O,33.7,33.9,26.6,20.8,80.9,O,경고,X,낮음
8/2/2025,영광군(252),O,35.4,34.8,28.9,24.2,76,O,경고,O,낮음
8/2/2025,김해시(253),O,36.3,35.4,29.9,26,78.5,O,경고,O,낮음
8/2/2025,순창군(254),O,35.4,37,29.2,22.9,70.6,O,경고,X,낮음
8/2/2025,양산시(257),O,37.2,37.7,30.3,27,76.1,O,경고,O,낮음
8/2/2025,강진군(259),O,35.3,34.7,28.9,24.8,80,O,경고,O,낮음
8/2/2025,장흥(260),O,34.5,33.6,28.5,24.1,83.4,O,경고,O,낮음
8/2/2025,해남(261),O,35.4,34.5,28.2,23.9,84.1,O,경고,X,낮음
8/2/2025,고흥(262),O,35.4,34.9,28.5,23.2,77.9,O,경고,X,낮음
8/2/2025,의령군(263),O,35.4,35.9,28.7,23.3,81.1,O,경고,X,낮음
8/2/2025,함양군(264),O,35.4,37,28.8,22.8,74.3,O,경고,X,낮음
8/2/2025,진도군ASOS(268),O,34,33.8,28.1,23.3,76.3,O,경고,X,낮음
8/2/2025,봉화(271),O,33.9,35.6,27.3,20.5,72.4,O,경고,X,낮음
8/2/2025,영주(272),O,34.5,35.1,28.3,22.4,71.9,O,경고,X,낮음
8/2/2025,문경(273),O,35.2,35.4,28.9,23.5,75.5,O,경고,X,낮음
8/2/2025,청송군(276),O,34.8,36.7,28.5,20.3,66,O,경고,X,낮음
8/2/2025,영덕(277),O,35.5,35.5,27.5,22.3,80.8,O,경고,X,낮음
8/2/2025,의성(278),O,36.2,37.5,29.5,22.8,74,O,경고,O,낮음
8/2/2025,구미(279),O,36.4,37.6,31,24.7,65.3,O,경고,O,낮음
8/2/2025,영천(281),O,35.5,36.7,29.1,22.6,71.6,O,심각,O,낮음
8/2/2025,경주시(283),O,36.1,37.6,29.4,24.1,76.5,O,경고,O,낮음
8/2/2025,거창(284),O,35.8,35.6,28.1,22.6,77.3,O,경고,X,낮음
8/2/2025,합천(285),O,36.2,36.9,29.4,24,79.4,O,경고,O,낮음
8/2/2025,밀양(288),O,37.9,38.7,30.9,27,73.8,O,경고,O,낮음
8/2/2025,산청(289),O,35.8,36.1,28.7,23.2,79.4,O,경고,X,낮음
8/2/2025,거제(294),O,34.1,33.2,28.5,24.6,77.9,O,경고,O,낮음
8/2/2025,남해(295),O,34.5,33.8,28.7,24.7,75.6,O,경고,O,낮음
8/2/2025,부천(433),O,35.3,36.6,31.1,27.8,62,O,경고,O,낮음
8/2/2025,안양(434),X,31.1,34.6,30.6,27.7,,O,경고,O,낮음
8/2/2025,광명(437),O,35.1,36.9,31.3,27.6,62,O,경고,O,낮음
8/2/2025,군포(438),O,34.6,35.9,30.8,27,60,O,경고,O,낮음
8/2/2025,김포(441),O,36.1,36.1,29.8,26.1,74,O,경고,O,낮음
8/2/2025,하남(444),O,34.7,34.2,29,25.6,79,O,경고,X,낮음
8/2/2025,의왕(445),O,34.9,34.9,28.7,24.4,75,O,경고,X,낮음
8/2/2025,포천(504),O,35,34.9,28.5,23,76,O,경고,X,낮음
8/2/2025,가평조종(505),O,34.7,34.6,28.3,23.6,79,O,경고,X,낮음
8/2/2025,안성(516),O,35.6,36.1,30.4,25.7,70,O,경고,O,낮음
8/2/2025,간성(517),X,32.2,30.7,26.8,23,82,O,주의,X,낮음
8/2/2025,평창(526),O,33.2,35.1,27.5,22.7,72,O,주의,X,낮음
8/2/2025,의정부(532),O,35.1,34.9,29.3,24.7,74,O,경고,O,낮음
8/2/2025,횡성(536),O,34.6,35,28.7,23.9,75,O,경고,X,낮음
8/2/2025,고양(540),O,36.7,37.8,28.9,23.1,71,O,경고,X,낮음
8/2/2025,남양주(541),O,35.3,35.7,30.2,25.4,70,O,경고,O,낮음
8/2/2025,안산(545),O,35.5,35.3,28.7,23.9,80,O,경고,X,낮음
8/2/2025,경기광주(546),O,34.5,34.5,28.6,24.9,74,O,경고,X,낮음
8/2/2025,여주(548),O,35,34.9,29.4,25.4,72,O,경고,X,낮음
8/2/2025,용인(549),O,35.6,36.5,29.9,25.5,69,O,경고,X,낮음
8/2/2025,오산(550),O,34.9,35.8,29.1,24.4,71,O,경고,X,낮음
8/2/2025,평택(551),O,35.1,36.5,30.1,25.8,72,O,경고,O,낮음
8/2/2025,화천(555),O,34.8,34.3,27.7,23,79,O,경고,X,낮음
8/2/2025,양구(556),O,33.7,34.1,27.6,24,78,O,경고,X,낮음
8/2/2025,시흥(565),O,34.5,34.4,29.2,24.9,75,O,경고,X,낮음
8/2/2025,구리(569),O,34.8,34.9,29.6,25.2,70,O,경고,O,낮음
8/2/2025,화성(571),O,35.2,35.4,29.6,25.8,73,O,경고,O,낮음
8/2/2025,성남(572),O,34.4,35.3,29.9,26.3,65,O,경고,O,낮음
8/2/2025,과천(590),O,34.9,35.5,29.3,25.1,72,O,경고,X,낮음
8/2/2025,양주(598),X,,,,,,O,경고,X,낮음
8/2/2025,단양(601),O,34.1,35.1,28.5,23,69,O,경고,X,낮음
8/2/2025,진천(602),O,34,34.4,28.9,24.6,72,O,경고,X,낮음
8/2/2025,괴산(603),O,35,35.6,29.1,24.4,74,O,경고,X,낮음
8/2/2025,옥천(604),O,35.7,35.8,29.6,24.6,76,O,경고,O,낮음
8/2/2025,홍북(608),X,,,,,,O,경고,X,낮음
8/2/2025,공주(612),O,35.3,35.9,29.9,24,71,O,경고,O,낮음
8/2/2025,서천(614),O,34.6,33.5,28.1,23.9,79,O,경고,O,낮음
8/2/2025,논산(615),X,,,,,,O,경고,X,낮음
8/2/2025,당진(616),O,35.4,35.7,29,24.7,70,O,경고,X,낮음
8/2/2025,청양(618),O,35.4,35,28.6,22.6,78,O,경고,X,낮음
8/2/2025,음성(619),O,34.6,34.9,29.1,24.4,75,O,경고,X,낮음
8/2/2025,증평(623),O,34.1,35.4,29.8,25.3,66,O,경고,O,낮음
8/2/2025,태안(627),O,34.4,34.1,28.6,24.6,76,O,경고,X,낮음
8/2/2025,예산(628),O,35,35.3,29.8,25.1,69,O,경고,O,낮음
8/2/2025,아산(634),O,35.3,36,29.7,25.2,70,O,경고,O,낮음
8/2/2025,계룡(636),O,34.5,34.9,28.4,22,81,O,경고,X,낮음
8/2/2025,연천청산(652),O,34.4,34.7,27.9,23.2,75,O,경고,X,낮음
8/2/2025,양양(670),X,32.3,30.7,27.3,24,83,O,주의,O,낮음
8/2/2025,무안(699),O,35.1,34.9,28.9,24.4,78,O,경고,O,낮음
8/2/2025,무주(701),O,33.7,35.1,28.2,22.7,70,O,경고,X,낮음
8/2/2025,익산(702),O,35.2,35.4,29.5,24.7,74,O,경고,O,낮음
8/2/2025,진안(703),O,34,34.6,28,21.8,75,O,경고,X,낮음
